      2      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
     11      1                            21                                                2.5901554892                     -28.5667469838       -0.5877866649
      4      0                            24                                                2.7752609773                     -32.2618569877       -0.7701082217
      9      1                            25                                                2.8147394845                     -33.4856324193       -0.3001045925
      6      0                            32                                                3.5759702809                     -45.1181171193        1.1915502843
      7      1                            44                                                4.5528772444                     -62.6338720622        3.0886702692
      4      0                            46                                                4.6672491347                     -65.6358348855        2.2132015318
      9      1                            51                                                5.1709733393                     -71.8030368615        1.0737672486
      4      0                            57                                                5.3952593071                     -82.0568173697       -0.7825307417
      7      1                            58                                                5.5901671943                     -84.1968835332       -0.0893835612
      4      0                            59                                                5.6081156799                     -85.8551116098       -0.7825307417
     11      1                            61                                                5.6542097542                     -88.7836351336       -0.6002091849
      6      0                            62                                                5.8192678467                     -89.8822474223       -0.3770656336
      9      1                            88                                                8.8149510180                    -119.7254739013       -2.6026896855
      4      0                            89                                                8.8365525033                    -120.7815265755       -3.0726933147
      7      1                            96                                                9.2157616105                    -130.3425458259       -5.4806389233
      4      0                           102                                                9.5593745667                    -138.8457668597       -7.3369369137
      7      1                           103                                                9.5642719697                    -140.9858330232       -6.6437897332
      4      0                           110                                                9.8264216911                    -150.9725507462       -9.0233358673
      7      1                           114                                               10.0408429877                    -156.2642839848       -9.8218435635
      4      0                           115                                               10.0488811754                    -157.9225120614      -10.5149907441
      9      1                           120                                               10.8481724319                    -164.6005396612      -10.5149907441
      2      0                           127                                               11.1595354595                    -174.5810268344      -13.1176804295
      7      1                           136                                               12.1706071507                    -185.0930223747      -16.6242383268
      4      0                           137                                               12.1743320634                    -186.7512504513      -17.3173855074
      7      1                           138                                               12.3255917241                    -188.8913166148      -16.6242383268
      6      0                           144                                               13.2711921115                    -196.8129429539      -18.0750712091
     11      1                           145                                               13.3341744085                    -198.2945474949      -18.2982147604
      4      0                           149                                               13.6214337584                    -204.4745641485      -16.9764589204
      9      1                           150                                               13.6281026797                    -205.6983395802      -16.5064552912
     15      2                           156                                               13.8358629617                    -214.8301692734      -16.1009901831
