      2      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                             1                                                0.0385040369                      -3.1135153092       -0.2876820724
      2      0                             2                                                0.0673578838                      -5.0594254583        0.0000000000
     11      1                             9                                                1.1598278562                     -13.0921103342        0.1053605157
      6      0                            14                                                1.5861545052                     -20.4698692425        0.3285040670
      9      1                            58                                                7.0541721698                     -79.3757366319       -2.8495497634
      4      0                            59                                                7.1852722741                     -80.4317893062       -3.3195533926
     11      1                            72                                                8.9095580223                     -96.9224267935       -3.1372318358
      4      0                            75                                                9.0539602718                    -101.2887050712       -3.4249139083
      7      1                            77                                                9.1221835533                    -103.8342363428       -4.2234216045
      4      0                            85                                                9.3566751702                    -116.7194840113       -6.3028631462
      7      1                            93                                                9.8224342709                    -128.0497898751       -8.2408051256
      4      0                            96                                               10.0644740598                    -132.3735085384       -9.4039559354
      7      1                            98                                               10.0929319993                    -134.9190398100      -10.2024636316
     14      2                           100                                               10.1154399185                    -137.7812406909      -10.3847851884
