      6      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                            31                                                3.1582526150                     -44.0273162076       -2.6956276811
      2      0                            32                                                3.1735346451                     -45.9732263566       -2.4079456086
      7      1                            34                                                3.2662932068                     -49.7227304326       -1.2039728043
      2      0                            35                                                3.4087203697                     -51.6686405816       -0.9162907319
     11      1                            40                                                3.6852871013                     -58.2215050384       -2.3025850930
      6      0                            41                                                3.7037845817                     -59.3201173271       -2.0794415417
      7      1                            67                                                6.9506581775                     -88.3224585911       -2.4849066498
      4      0                            68                                                7.0431253832                     -89.9806866677       -3.1780538304
      9      1                            69                                                7.1097102167                     -91.2044620993       -2.7080502011
     15      2                            75                                                7.5775308293                     -99.1480673452       -5.0751738152
