      6      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
     11      1                             6                                                0.3165859218                     -10.5575274135       -0.2231435513
      6      0                            13                                                0.8611924375                     -20.9372491450       -1.7917594692
     11      1                            18                                                1.2116583397                     -26.9449806646       -3.0365542681
      4      0                            21                                                1.4901764603                     -31.3112589423       -3.3242363405
      7      1                            25                                                1.6856472068                     -36.6029921810       -4.1227440367
      6      0                            30                                                1.8475842433                     -44.3924467471       -4.3050655935
     11      1                            38                                                2.6116631822                     -56.9332400962       -1.8971199849
      6      0                            47                                                3.0490243395                     -70.3024635515       -1.6739764336
      7      1                            54                                                3.2639402043                     -79.7232269104       -1.3862943611
      6      0                            62                                                3.6205468362                     -93.3173701165       -1.6863989536
     11      1                            72                                                4.9574796778                    -104.3067493933       -3.5189804173
     15      2                            74                                                5.0521570122                    -106.9458067229       -2.8258332368
