      3      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                             3                                                0.3992711405                      -5.5984219590        0.5877866649
      4      0                             5                                                0.5443483157                      -8.6003847823       -0.2876820724
      9      1                             6                                                0.5752718638                      -9.8241602139        0.1823215568
      4      0                            10                                                0.7766361072                     -15.6251450165       -2.3671236141
     11      1                            12                                                1.0478681235                     -18.5536685404       -2.1848020573
      4      0                            15                                                1.3116642023                     -22.2487785443       -2.3671236141
     11      1                            29                                                2.3674583099                     -41.5182432260       -1.7147984281
      6      0                            30                                                2.4271133924                     -42.6168555147       -1.4916548768
     11      1                            31                                                2.4529124961                     -44.0984600556       -1.7147984281
      6      0                            32                                                2.5434822223                     -45.1970723443       -1.4916548768
      9      1                            34                                                2.6403165466                     -47.7201307600       -1.4271163556
     14      2                            37                                                2.9690204774                     -53.0246786763       -1.2039728043
