      3      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      9      1                            23                                                2.4049221399                     -30.2829989006       -1.8325814637
      4      0                            25                                                2.5016178035                     -34.3835740125       -2.1202635362
      9      1                            26                                                2.6489093601                     -35.6073494442       -1.6502599069
      6      0                            30                                                2.9597756127                     -40.6887538091       -3.2188758249
     11      1                            31                                                2.9655603750                     -42.1703583501       -3.4420193762
      4      0                            39                                                3.5070308459                     -54.7679239461       -4.1351665567
      7      1                            52                                                4.7626398523                     -73.9538434588       -5.0514572886
      6      0                            55                                                5.0272211584                     -78.3421006433       -7.0255383146
      7      1                            67                                                5.6654675611                     -94.6693537748       -9.2511623665
      6      0                            78                                                6.7822937487                    -110.5991238811      -10.7019952487
     11      1                            79                                                6.8384548032                    -112.0807284220      -10.9251388000
      4      0                            82                                                7.0038547179                    -115.7758384259      -11.1074603568
      7      1                            94                                                8.0781039374                    -131.2078689592       -9.9443095470
      4      0                            95                                                8.1088752042                    -132.8660970358      -10.6374567276
      9      1                            96                                                8.1814749453                    -134.0898724674      -10.1674530983
     15      2                            98                                                8.3020286945                    -137.0918352907       -9.7619879902
