      4      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      9      1                             1                                                0.1128950163                      -3.0155349009        0.4700036292
      6      0                             3                                                0.3969801234                      -5.4578819362       -1.0986122887
     11      1                             6                                                0.6911559524                      -9.6856884442       -1.3217558400
      6      0                             9                                                0.8456847842                     -13.7800330064       -1.0986122887
     11      1                            16                                                1.9040587067                     -24.8291714788       -2.0149030205
      6      0                            17                                                2.0508827389                     -25.9277837674       -1.7917594692
      9      1                            19                                                2.0953236432                     -28.4508421832       -1.7272209481
      4      0                            20                                                2.1409539711                     -29.5068948574       -2.1972245773
      9      1                            21                                                2.2590059797                     -30.7306702891       -1.7272209481
      4      0                            22                                                2.3876435125                     -31.7867229633       -2.1972245773
      7      1                            25                                                2.6078667175                     -36.0370023272       -2.9957322735
      6      0                            30                                                3.0304849606                     -43.6177020794       -3.1780538304
      9      1                            36                                                3.8089355439                     -51.9697061127       -3.1135153092
      4      0                            37                                                3.9191855219                     -53.0257587870       -3.5835189385
      9      1                            38                                                4.0511296129                     -54.2495342186       -3.1135153092
      4      0                            41                                                4.3304651329                     -58.3075497162       -3.5835189385
      7      1                            43                                                4.3773361404                     -60.8530809878       -4.3820266347
      6      0                            48                                                4.7327189088                     -66.8507760846       -8.7232312748
      9      1                            53                                                4.8032988188                     -74.6621015311       -8.6586927537
      6      0                            58                                                5.1978393833                     -81.0872406428      -11.7313860684
      7      1                            62                                                5.5341062834                     -86.6939614046      -12.9353588727
      4      0                            69                                                5.7240714567                     -97.4208402728      -14.6738738274
      9      1                            70                                                5.7382944181                     -98.6446157045      -14.2038701982
      4      0                            71                                                5.8337323559                     -99.7006683787      -14.6738738274
     11      1                            83                                                6.8159838501                    -112.9960989565      -16.5709938123
      4      0                            86                                                7.6574548091                    -116.6912089603      -16.7533153691
      9      1                            96                                                8.4527248225                    -130.9398859765      -17.1871799517
      6      0                            98                                                8.5099530375                    -133.3822330119      -18.7557958696
     11      1                            99                                                8.5244145433                    -134.8638375528      -18.9789394209
      6      0                           100                                                8.6291321490                    -135.9624498415      -18.7557958696
      7      1                           104                                                9.1368571388                    -142.1098491902      -18.9381174264
      2      0                           105                                                9.1694249061                    -144.0557593392      -18.6504353540
      9      1                           107                                                9.3061116111                    -146.8889726833      -17.6696061010
     14      2                           115                                                9.7447364454                    -160.8460213830      -17.9697106934
