      6      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
     11      1                             3                                                0.2486885459                      -6.0767243911       -0.2231435513
      6      0                             4                                                0.2694880769                      -7.1753366797        0.0000000000
     11      1                             5                                                0.3023813008                      -8.6569412207       -0.2231435513
      6      0                             6                                                0.4019223595                      -9.7555535093        0.0000000000
     11      1                             7                                                0.4068823372                     -11.2371580503       -0.2231435513
      4      0                            10                                                0.4802278735                     -14.9322680541       -0.4054651081
      7      1                            11                                                0.5156847637                     -17.0723342176        0.2876820725
      2      0                            12                                                0.5244873200                     -19.0182443667        0.5753641449
      7      1                            13                                                0.5496214268                     -20.3400002066        0.2876820725
     13      2                            15                                                0.5655974569                     -23.6722047168        0.5108256238
