      3      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                             5                                                0.8832264922                      -6.9847163201        0.5877866649
      2      0                             6                                                0.9766354101                      -8.9306264692        0.8754687374
     11      1                            25                                                3.1877225659                     -32.2424244384       -1.6502599069
      4      0                            31                                                3.5060945941                     -40.2550225558       -3.1010927892
      7      1                            32                                                3.5189394639                     -42.3950887193       -2.4079456086
      4      0                            33                                                3.5487251436                     -44.0533167959       -3.1010927892
      7      1                            43                                                4.3051155275                     -57.0311103024       -1.4916548768
      2      0                            44                                                4.3103124002                     -58.9770204515       -1.2039728043
      7      1                            45                                                4.4016707726                     -60.2987762915       -1.4916548768
     13      2                            47                                                4.4645491922                     -63.6309808016       -1.2685113255
