      6      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                             2                                                0.1583102682                      -5.2311086168        0.2876820725
      6      0                             7                                                0.3053448869                     -13.5959273278       -0.9932517730
     11      1                            14                                                0.8230145720                     -23.3161377699       -1.2163953243
      4      0                            18                                                1.0690490879                     -31.5110574441        0.5753641449
     11      1                            28                                                2.4546183006                     -47.6968597798        2.8371272434
      6      0                            29                                                2.6181159588                     -48.7954720685        3.0602707947
      7      1                            31                                                2.6706029985                     -51.5988324494        1.8562979904
      4      0                            32                                                2.6891113942                     -53.2570605260        1.1631508098
      9      1                            33                                                2.7108746177                     -54.4808359576        1.6331544391
      4      0                            34                                                2.7613654157                     -55.5368886319        1.1631508098
      9      1                            35                                                2.7862496485                     -56.7606640635        1.6331544391
      4      0                            39                                                3.1120300859                     -63.8632019988        1.3454723666
      9      1                            40                                                3.1516829278                     -65.0869774304        1.8154759959
      4      0                            41                                                3.3167528370                     -66.1430301046        1.3454723666
      9      1                            46                                                3.7043284807                     -72.2149219009       -0.2639655458
      6      0                            53                                                4.0795925916                     -82.1954090740       -3.3366588605
     11      1                            54                                                4.0811527835                     -83.6770136150       -3.5598024118
      4      0                            61                                                4.5052225892                     -92.6704409854       -7.3777589082
      7      1                            63                                                4.5529854725                     -95.2159722570       -8.1762666044
      4      0                            66                                                4.6542896071                     -99.4487191421       -8.8694137850
      7      1                            68                                                4.7455998800                    -101.9942504137       -9.6679214812
      4      0                            77                                                5.2761149622                    -117.8326707413      -10.5433902186
     11      1                            79                                                5.3490724111                    -120.7611942652      -10.3610686618
      4      0                            82                                                5.5619776434                    -124.4563042691      -10.5433902186
     11      1                           109                                                8.8832339792                    -154.0812197915      -12.9921578217
     15      2                           111                                                9.7634484854                    -156.7202771212      -12.2990106411
