      4      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      9      1                             1                                                0.0317820537                      -3.0155349009        0.4700036292
      2      0                             5                                                0.2252704405                      -9.9783108938        1.1631508098
      7      1                             6                                                0.3495372694                     -11.3000667337        0.8754687374
      6      0                            11                                                0.6766119857                     -17.5696955461       -2.0794415417
     11      1                            12                                                0.7296868911                     -19.0513000870       -2.3025850930
      6      0                            13                                                0.8013962897                     -20.1499123757       -2.0794415417
     11      1                            14                                                0.8061912707                     -21.6315169166       -2.3025850930
      6      0                            15                                                0.8978898968                     -22.7301292053       -2.0794415417
     11      1                            18                                                1.0692413069                     -27.0150941271       -2.3025850930
      6      0                            19                                                1.0767708380                     -28.1137064158       -2.0794415417
     11      1                            20                                                1.1400860843                     -29.5953109567       -2.3025850930
     15      2                            25                                                1.9698057805                     -36.1951814559       -2.8779492379
