      3      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
     11      1                            25                                                2.6863758684                     -27.8735453790        0.1006775678
      4      0                            34                                                3.5648307037                     -39.8425023156       -0.0816439890
     11      1                            40                                                4.0728624241                     -47.7126682621       -0.4871090971
      6      0                            41                                                4.1720289796                     -48.8112805508       -0.2639655458
      9      1                            45                                                4.4611790075                     -54.1376993474       -0.1994270247
      4      0                            49                                                4.6122574676                     -59.1765440980       -2.1735080507
      7      1                            50                                                4.6408588011                     -61.3166102615       -1.4803608701
      6      0                            55                                                4.9748419145                     -67.8519422396       -1.6626824269
     11      1                            59                                                5.2525417927                     -73.2355194501       -3.4952638907
      4      0                            61                                                5.4423221843                     -76.7764787741       -2.1735080507
      9      1                            72                                                6.3266302725                     -91.6611445570       -3.1951592982
     15      2                            75                                                7.0294766033                     -95.6439366333       -4.2937715869
