      3      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                            11                                                1.6351551785                     -16.9914127753       -1.4679383501
      2      0                            12                                                1.6546598119                     -18.9373229243       -1.1802562777
      7      1                            13                                                1.6834353571                     -20.2590787643       -1.4679383501
      4      0                            15                                                1.7294764482                     -23.2610415876       -2.3434070875
      9      1                            16                                                1.7416337749                     -24.4848170192       -1.8734034583
      4      0                            17                                                1.7533123007                     -25.5408696935       -2.3434070875
      7      1                            18                                                1.7779405931                     -27.6809358570       -1.6502599069
      4      0                            29                                                2.2355118629                     -45.9774515770       -5.7037824746
      9      1                            30                                                2.2720842877                     -47.2012270086       -5.2337788454
      2      0                            32                                                2.3180362945                     -51.5894841930       -4.5406316648
      9      1                            38                                                2.5975073761                     -60.0294182989       -5.1692403243
     14      2                            42                                                3.3659294682                     -66.0271133957       -5.2337788454
