      2      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      9      1                             8                                                0.4447352039                     -14.1533668364       -1.4271163556
      4      0                             9                                                0.4558892697                     -15.2094195106       -1.8971199849
      9      1                            16                                                0.9731046180                     -25.5662762287       -1.4271163556
      4      0                            17                                                1.0536299219                     -26.6223289029       -1.8971199849
      9      1                            20                                                1.1567921620                     -30.5923063016       -1.4271163556
      4      0                            21                                                1.1812669426                     -31.6483589758       -1.8971199849
     11      1                            25                                                1.2673049962                     -37.4100958438       -1.7147984281
      6      0                            32                                                1.6599488813                     -46.1158411417       -5.6505379601
     11      1                            33                                                1.6645622067                     -47.5974456827       -5.8736815114
     14      2                            36                                                1.9180265994                     -52.8267701777       -4.3820266347
