      1      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      9      1                             7                                                0.4922017097                     -10.9928454848        0.7576857017
      6      0                            24                                                1.5061672312                     -38.1022046383       -2.7725887222
      7      1                            29                                                2.2776807384                     -44.9915413317       -5.4682164033
      2      0                            30                                                2.2844792317                     -46.9374514808       -5.1805343309
      7      1                            31                                                2.3416032922                     -48.2592073208       -5.4682164033
      6      0                            34                                                2.4205537671                     -52.2200204904       -5.6505379601
     11      1                            41                                                3.5081708453                     -59.2775741344       -5.8736815114
      4      0                            51                                                4.1883976192                     -74.3820252870       -5.9382200326
      7      1                            53                                                4.2587168340                     -76.9275565586       -6.7367277288
     15      2                            56                                                4.3144031236                     -81.8754295310       -6.7367277288
