      4      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      9      1                             5                                                0.3552453637                      -8.8444805185        0.4700036292
      4      0                             6                                                0.4072719886                      -9.9005331927        0.0000000000
      9      1                             7                                                0.4144649284                     -11.1243086243        0.4700036292
      6      0                             9                                                0.5169159037                     -13.5666556597       -1.0986122887
      7      1                            16                                                0.8918769280                     -23.3283456056       -2.3025850930
      4      0                            17                                                0.9190053681                     -24.9865736822       -2.9957322735
     11      1                            21                                                1.1134883219                     -30.7184575869       -2.8134107168
      6      0                            22                                                1.1890940123                     -31.8170698756       -2.5902671654
     11      1                            23                                                1.2721144588                     -33.2986744165       -2.8134107167
      4      0                            27                                                1.6442071251                     -38.0436065449       -5.6505379601
      9      1                            28                                                1.6568946200                     -39.2673819765       -5.1805343309
     14      2                            35                                                1.9037456286                     -50.8510765124       -4.9573907796
