      4      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                             7                                                0.5714902068                     -13.2190575990       -0.2231435513
      4      0                            12                                                0.8056173111                     -22.1277437409        0.0645385211
      9      1                            15                                                1.0417638640                     -26.0977211396        0.5345421504
      4      0                            18                                                1.2967052051                     -30.1557366372        0.0645385211
      9      1                            19                                                1.3103582683                     -31.3795120688        0.5345421504
      4      0                            20                                                1.4546491123                     -32.4355647430        0.0645385211
      9      1                            27                                                2.5855835688                     -40.2302231370       -1.8734034583
      4      0                            36                                                3.1559142340                     -55.2213456043       -4.2405270724
      9      1                            37                                                3.1677077318                     -56.4451210359       -3.7705234431
      4      0                            38                                                3.2632698477                     -57.5011737102       -4.2405270724
      7      1                            44                                                3.9937356740                     -64.8829868887       -5.3675388356
      4      0                            45                                                4.0417460778                     -66.5412149653       -6.0606860161
      9      1                            46                                                4.0991660698                     -67.7649903970       -5.5906823869
     13      2                            50                                                4.5007538566                     -74.1681506019       -5.9429029805
