      6      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                            13                                                0.7086964944                     -22.0037301555       -0.6286086594
      4      0                            19                                                1.2086988217                     -30.5759440609       -1.5040773968
      7      1                            24                                                1.4231187671                     -38.6991065218       -0.8109302162
      4      0                            30                                                1.7900343675                     -48.0554393859       -4.0535225677
     11      1                            32                                                1.8458853986                     -50.9839629097       -3.8712010109
      6      0                            33                                                1.8755586666                     -52.0825751984       -3.6480574596
     11      1                            34                                                1.8826832710                     -53.5641797393       -3.8712010109
      6      0                            35                                                1.9516676725                     -54.6627920280       -3.6480574596
      9      1                            37                                                2.0715401644                     -57.1858504438       -3.5835189385
      4      0                            38                                                2.1168864229                     -58.2419031180       -4.0535225677
     11      1                            40                                                2.1499328906                     -61.1704266419       -3.8712010109
      6      0                            44                                                2.5136573732                     -66.2518310069       -5.1521348564
      7      1                            70                                                4.5270400347                    -102.2556960144       -9.7857045169
     15      2                            77                                                4.9874115408                    -111.8149697225      -12.1528281310
