      1      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                             4                                                0.5802045613                      -6.7351860136       -0.5108256238
      4      0                            14                                                1.7243575055                     -22.1599830455       -4.1588830834
      7      1                            32                                                4.4483433642                     -42.1404419308       -7.4831194239
      6      0                            37                                                4.6963838041                     -49.1032179237       -9.4572004499
      7      1                            53                                                6.3309509577                     -68.8941466274      -13.7622660434
      6      0                            57                                                6.4121782895                     -74.6041596518      -16.0240291419
      9      1                            68                                                7.2758641993                     -88.0727475573      -15.9594906208
      4      0                            69                                                7.3234757275                     -89.1288002315      -16.4294942500
      9      1                            77                                                7.7364631875                    -100.5271108244      -15.9594906208
      4      0                            85                                                8.3797923617                    -111.6326435433      -21.2815245139
     11      1                            87                                                8.4557540072                    -114.5611670672      -21.0992029571
      6      0                            88                                                8.5122982334                    -115.6597793558      -20.8760594058
      7      1                            91                                                8.6260376716                    -121.3253406177      -21.1637414783
     14      2                            93                                                8.6781238574                    -124.1875414986      -21.3460630351
