      3      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                             3                                                0.6889741411                      -5.5984219590        0.5877866649
      4      0                             4                                                0.6978022215                      -7.2566500356       -0.1053605157
     11      1                             8                                                1.1343943507                     -14.6278248160        0.0769610411
      6      0                             9                                                1.2439313187                     -15.7264371046        0.3001045925
     11      1                            35                                                3.4146003087                     -51.5153553281       -0.4984031038
      6      0                            36                                                3.4618961363                     -52.6139676167       -0.2752595524
      9      1                            38                                                3.5791661000                     -55.1370260325       -0.2107210313
      4      0                            39                                                3.6100426143                     -56.1930787067       -0.6807246606
      9      1                            44                                                4.0058313106                     -62.9092580725       -0.2107210313
     14      2                            50                                                4.1618272372                     -72.2813392936       -3.8587784909
