      1      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                             2                                                0.0606516927                      -4.9052747784        1.0986122887
      4      0                             6                                                0.1276453410                     -10.4817564102        0.2231435513
      9      1                             7                                                0.1845907700                     -11.7055318418        0.6931471806
      6      0                            20                                                0.9047627177                     -33.2539651939       -0.1823215568
      9      1                            31                                                1.9366571952                     -45.8407764430       -1.0340737675
      4      0                            34                                                2.2266041982                     -50.7254705138       -1.5040773968
      7      1                            40                                                3.1443448181                     -58.1191181500       -4.3820266347
      4      0                            41                                                3.2548377884                     -59.7773462266       -5.0751738152
      9      1                            42                                                3.3389709169                     -61.0011216582       -4.6051701860
      2      0                            44                                                3.3716343290                     -65.3893788426       -3.9120230054
      9      1                            69                                                6.0052464608                     -94.6971444757       -3.7297014486
     15      2                            75                                                6.4016215428                    -102.6407497216       -6.0968250628
