      6      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
     11      1                             8                                                0.5034258797                     -12.7547519909       -1.8325814637
      6      0                             9                                                0.6198702586                     -13.8533642795       -1.6094379124
     11      1                            10                                                0.6330411333                     -15.3349688204       -1.8325814637
      4      0                            16                                                1.1499557748                     -23.7530320460       -3.8587784909
      7      1                            19                                                1.4730711276                     -30.3357494659       -3.1656313103
      4      0                            26                                                1.8125312298                     -41.5326319634       -3.5178519039
      9      1                            27                                                1.8707972157                     -42.7564073951       -3.0478482747
      4      0                            30                                                2.0359540299                     -48.2007172537       -3.5178519039
      9      1                            31                                                2.1008418308                     -49.4244926854       -3.0478482747
      6      0                            35                                                2.4435493169                     -54.8625719943       -4.6164641926
     11      1                            41                                                2.7834397533                     -63.2335132287       -7.2475533525
     14      2                            44                                                2.9543885328                     -68.4628377237       -5.7558984758
