      2      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      7      1                             4                                                0.4108228920                      -8.2874655122        1.2039728043
      4      0                            13                                                1.1627530004                     -22.8529201641        0.3285040670
      9      1                            14                                                1.1658310068                     -24.0766955957        0.7985076962
      4      0                            17                                                1.2313291108                     -28.9613896664        0.3285040670
      9      1                            18                                                1.2525844801                     -30.1851650980        0.7985076962
      6      0                            20                                                1.5196465748                     -32.6275121334       -0.7701082217
      7      1                            32                                                2.0306279458                     -50.1135161487       -2.0918640617
      4      0                            39                                                2.3572327513                     -60.0940033219       -6.1453866294
      9      1                            40                                                2.4101553384                     -61.3177787535       -5.6753830002
      6      0                            42                                                2.4957493172                     -63.7601257889       -7.2439989181
     11      1                            46                                                2.8391757988                     -69.1437029994       -9.0765803818
     15      2                            48                                                2.9432594002                     -71.7827603290       -8.3834332013
