      5      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      9      1                             5                                                0.3131435170                      -9.0069300011        0.7576857017
      4      0                             6                                                0.3773000728                     -10.0629826753        0.2876820724
      9      1                             7                                                0.4444005455                     -11.2867581070        0.7576857017
      4      0                             9                                                0.5320672888                     -15.3873332189        0.4700036292
     11      1                            15                                                1.3203792634                     -24.3924790982        2.1439800628
      6      0                            16                                                1.4176504421                     -25.4910913869        2.3671236141
      7      1                            20                                                1.5518855204                     -31.0406537349        1.1631508098
      4      0                            21                                                1.5672119133                     -32.6988818115        0.4700036292
     11      1                            25                                                1.7054753422                     -37.8246299127       -0.9571127264
      6      0                            26                                                1.8333800816                     -38.9232422014       -0.7339691751
     11      1                            27                                                1.8384984072                     -40.4048467423       -0.9571127264
      4      0                            29                                                1.8610678427                     -43.9458060663        0.3646431136
     11      1                            53                                                4.4633469949                     -74.8696263284       -0.9446902064
      6      0                            61                                                5.4478637859                     -86.4187294195       -2.2256240518
     11      1                            62                                                5.4819157705                     -87.9003339604       -2.4487676032
      6      0                            63                                                5.5542831288                     -88.9989462491       -2.2256240518
     11      1                            64                                                5.5780446261                     -90.4805507900       -2.4487676032
      6      0                            65                                                5.6439829803                     -91.5791630787       -2.2256240518
      9      1                           104                                               11.2170893195                    -137.4531757872       -7.7879069642
     15      2                           106                                               11.3466604982                    -140.4551386105       -7.3824418561
