      4      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      9      1                             1                                                0.2071169454                      -3.0155349009        0.4700036292
      4      0                             2                                                0.2155368777                      -4.0715875751        0.0000000000
      9      1                             7                                                0.6618104693                     -12.5712276073        0.4700036292
      6      0                            12                                                0.9676610269                     -18.9963667190       -2.6026896855
     11      1                            15                                                1.3080121953                     -23.2813316408       -2.8258332368
      6      0                            16                                                1.3511200548                     -24.3799439295       -2.6026896855
     11      1                            17                                                1.3668175086                     -25.8615484704       -2.8258332368
      4      0                            29                                                2.0453412436                     -43.2040461948       -4.5643481915
      7      1                            36                                                2.6180407532                     -53.6887362844       -5.9506425526
      2      0                            46                                                3.4705217243                     -70.5410276722       -6.9314718056
      7      1                            54                                                3.8973671868                     -82.5289297323       -9.5217389710
      6      0                            58                                                4.4204449548                     -88.5754149933       -9.9917426003
      9      1                            74                                                6.9035039952                    -103.8860248005       -8.9055528316
      4      0                            75                                                6.9398131074                    -104.9420774748       -9.3755564609
      7      1                            77                                                7.0481134888                    -107.4876087464      -10.1740641571
     14      2                            79                                                7.2766311855                    -110.3498096273      -10.3563857139
