      6      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
     11      1                             1                                                0.0299507779                      -3.2733640102       -0.2231435513
      4      0                             8                                                1.0943661220                     -14.0867603063       -0.4054651081
      9      1                             9                                                1.1574800811                     -15.3105357379        0.0645385211
      4      0                            10                                                1.1974540002                     -16.3665884121       -0.4054651081
      7      1                            18                                                2.0933448075                     -27.5807933264        0.2876820725
      2      0                            21                                                2.3122257328                     -32.1012222840        0.5753641449
      9      1                            28                                                2.6585235832                     -41.5826102647       -0.0532445145
      6      0                            31                                                2.7248105895                     -45.6831853766       -0.1177830357
      9      1                            35                                                2.9536158496                     -50.9142939935       -0.5232481438
      4      0                            41                                                3.1941320822                     -59.9986931421       -3.0726933147
      9      1                            42                                                3.2144281147                     -61.2224685737       -2.6026896855
     15      2                            45                                                3.8188255310                     -65.2052606500       -3.7013019741
