      1      0                             0                                                0.0000000000                      -1.7917594692        0.0000000000
      9      1                             7                                                0.4251990475                     -11.2142049143        2.6956276811
      4      0                             8                                                0.4357388143                     -12.2702575885        2.2256240518
     11      1                            13                                                1.2943587373                     -21.0848851438        4.4873871503
      6      0                            14                                                1.2957804507                     -22.1834974325        4.7105307016
     11      1                            19                                                1.6132393772                     -29.1193541416        4.0173835211
      4      0                            24                                                1.8155647490                     -40.0930930878        5.5214609179
      9      1                            25                                                1.8161353348                     -41.3168685194        5.9914645471
      4      0                            31                                                2.0229945172                     -50.9451350990        5.8091429903
      7      1                            46                                                3.0238847622                     -73.9382031282        2.7204727211
     14      2                            48                                                3.0368762262                     -76.8004040091        2.5381511643
